Coin,classification_open,action_open,action_close,classification_close,count_trades,avg_pnl,total_pnl,win_rate
CAKE,Fear,open_short,close_short,Fear,14,13.691383142857145,191.679364,0.2857142857142857
CAKE,Neutral,open_long,close_long,Neutral,32,8.552092567901234,692.7194979999999,0.2469135802469135
CAKE,Neutral,open_short,close_short,Neutral,21,35.14021149180328,2143.552901,0.4754098360655737
CAKE,Greed,open_long,close_long,Greed,28,10.098666301886793,535.229314,0.3018867924528302
CAKE,Greed,open_short,close_short,Greed,21,22.78963078481013,1800.380832,0.379746835443038
CAKE,Extreme Greed,open_long,close_long,Extreme Greed,32,14.236144783333334,854.168687,0.4
CAKE,Extreme Greed,open_short,close_short,Extreme Greed,21,26.8546305,590.801871,0.4090909090909091
CANTO,Extreme Fear,open_long,close_long,Extreme Fear,5,-38.1981994,-190.990997,0.0
CANTO,Extreme Fear,open_short,close_short,Extreme Fear,3,-0.7838086666666667,-2.351426,0.0
CANTO,Fear,open_long,close_long,Fear,5,-38.1981994,-381.981994,0.0
CANTO,Fear,open_short,close_short,Fear,3,-0.7838086666666667,-4.702852,0.0
CANTO,Neutral,open_long,close_long,Neutral,5,-31.839237166666667,-191.035423,0.0
CANTO,Neutral,open_short,close_short,Neutral,3,-0.7838086666666667,-2.351426,0.0
CANTO,Greed,open_long,close_long,Greed,5,-42.43750755555556,-381.937568,0.0
CANTO,Greed,open_short,close_short,Greed,3,-0.7838086666666667,-4.702852,0.0
CANTO,Extreme Greed,open_long,close_long,Extreme Greed,5,-38.1981994,-190.990997,0.0
CANTO,Extreme Greed,open_short,close_short,Extreme Greed,3,-0.7838086666666667,-2.351426,0.0
CHILLGUY,Extreme Fear,open_long,close_long,Extreme Fear,128,33.793854174418605,8718.814377,0.6046511627906976
CHILLGUY,Extreme Fear,open_short,close_short,Extreme Fear,50,9.436506833333333,736.0475329999999,0.6410256410256411
CHILLGUY,Fear,open_long,close_long,Fear,129,23.67406300458716,5160.945735,0.4587155963302752
CHILLGUY,Fear,open_short,close_short,Fear,55,17.0061456171875,2176.786639,0.7734375
CHILLGUY,Neutral,open_long,close_long,Neutral,41,26.874596223214287,3009.954777,0.8571428571428571
CHILLGUY,Neutral,open_short,close_short,Neutral,10,-1.1681001249999998,-28.034403,0.625
CHILLGUY,Greed,open_long,close_long,Greed,102,22.997543062015502,2966.683055,0.3720930232558139
CHILLGUY,Greed,open_short,close_short,Greed,53,12.003750426470589,816.2550289999999,0.7205882352941176
CHILLGUY,Extreme Greed,open_long,close_long,Extreme Greed,129,31.651807513944224,7944.603686,0.6374501992031872
CHILLGUY,Extreme Greed,open_short,close_short,Extreme Greed,55,14.48159209,1448.159209,0.72
COMP,Extreme Fear,open_long,close_long,Extreme Fear,54,41.43311711029411,5634.903926999999,0.5588235294117647
COMP,Extreme Fear,open_short,close_short,Extreme Fear,33,-0.7711447978723406,-72.48761100000002,0.6063829787234043
COMP,Fear,open_long,close_long,Fear,54,46.82175522826087,4307.601481,0.782608695652174
COMP,Fear,open_short,close_short,Fear,33,-0.8660552058823531,-29.445877000000003,0.5588235294117647
COMP,Neutral,open_long,close_long,Neutral,4,333.151105,1332.60442,1.0
COMP,Neutral,open_short,close_short,Neutral,4,-0.315473,-1.261892,0.0
COMP,Greed,open_long,close_long,Greed,36,119.2747235652174,5486.637283999999,1.0
COMP,Greed,open_short,close_short,Greed,5,-0.5717467692307692,-7.432708,0.0
COMP,Extreme Greed,open_long,close_long,Extreme Greed,54,32.59317808333333,4302.299507,0.5454545454545454
COMP,Extreme Greed,open_short,close_short,Extreme Greed,33,-0.7913968777777779,-71.22571900000001,0.6333333333333333
CRV,Extreme Fear,open_long,close_long,Extreme Fear,58,-30.026177472,-3753.272184,0.72
CRV,Extreme Fear,open_short,close_short,Extreme Fear,71,-0.1514052767295597,-24.073439,0.0
CRV,Fear,open_long,close_long,Fear,58,-20.824676032786883,-1270.305238,0.7377049180327869
CRV,Fear,open_short,close_short,Fear,71,-0.1388077066666666,-10.410578,0.0
CRV,Neutral,open_long,close_long,Neutral,54,-1.0150427017543862,-57.85743400000001,0.7719298245614035
CRV,Neutral,open_short,close_short,Neutral,56,-0.0963386440677966,-5.68398,0.0
CRV,Greed,open_long,close_long,Greed,58,-9.071245538461538,-1886.819072,0.7307692307692307
CRV,Greed,open_short,close_short,Greed,71,-0.1322239714285714,-32.394873,0.0
CRV,Extreme Greed,open_long,close_long,Extreme Greed,25,-58.28018435294117,-1981.526268,0.8529411764705882
CRV,Extreme Greed,open_short,close_short,Extreme Greed,41,-0.1409334150943396,-7.469470999999999,0.0
CYBER,Extreme Fear,open_long,close_long,Extreme Fear,1,191.356696,191.356696,1.0
CYBER,Extreme Fear,open_short,close_short,Extreme Fear,0,,0.0,
CYBER,Fear,open_long,close_long,Fear,1,191.356696,765.426784,1.0
CYBER,Fear,open_short,close_short,Fear,0,,0.0,
CYBER,Neutral,open_long,close_long,Neutral,1,191.356696,191.356696,1.0
CYBER,Neutral,open_short,close_short,Neutral,0,,0.0,
CYBER,Greed,open_long,close_long,Greed,0,,0.0,
CYBER,Greed,open_short,close_short,Greed,0,,0.0,
CYBER,Extreme Greed,open_long,close_long,Extreme Greed,1,191.356696,382.713392,1.0
CYBER,Extreme Greed,open_short,close_short,Extreme Greed,0,,0.0,
DOGE,Extreme Fear,open_long,close_long,Extreme Fear,346,19.252443120226307,13611.477286,0.6237623762376238
DOGE,Extreme Fear,open_short,close_short,Extreme Fear,236,66.35091584892086,27668.331909,0.2565947242206235
DOGE,Fear,open_long,close_long,Fear,321,44.74701679172821,30293.730368,0.4918759231905465
DOGE,Fear,open_short,close_short,Fear,241,515.8961981121157,285290.597556,0.7251356238698011
DOGE,Neutral,open_long,close_long,Neutral,222,24.01538485643564,9702.215482,0.4752475247524752
DOGE,Neutral,open_short,close_short,Neutral,204,861.1833234948454,250604.347137,0.5429553264604811
DOGE,Greed,open_long,close_long,Greed,356,10.116522220022002,9195.918698,0.6556655665566556
DOGE,Greed,open_short,close_short,Greed,218,607.549284463651,376073.007083,0.308562197092084
DOGE,Extreme Greed,open_long,close_long,Extreme Greed,338,27.860993829850745,18666.865866,0.5029850746268657
DOGE,Extreme Greed,open_short,close_short,Extreme Greed,254,317.9269310533049,149107.730664,0.5245202558635395
DOT,Extreme Fear,open_long,close_long,Extreme Fear,32,1.2468835636363638,68.578596,0.1636363636363636
DOT,Extreme Fear,open_short,close_short,Extreme Fear,33,3.054890655172414,177.183658,0.9310344827586208
DOT,Fear,open_long,close_long,Fear,32,2.304167083333333,138.250025,0.3
DOT,Fear,open_short,close_short,Fear,32,2.1115516666666667,158.366375,0.8933333333333333
DOT,Neutral,open_long,close_long,Neutral,1,-2.872305,-2.872305,0.0
DOT,Neutral,open_short,close_short,Neutral,3,6.1030508,30.515254,1.0
DOT,Greed,open_long,close_long,Greed,29,3.4714495308641973,281.187412,0.4444444444444444
DOT,Greed,open_short,close_short,Greed,33,0.8528221600000001,42.641108,0.68
DOT,Extreme Greed,open_long,close_long,Extreme Greed,32,1.343426725490196,68.514763,0.1764705882352941
DOT,Extreme Greed,open_short,close_short,Extreme Greed,33,2.715779290322581,168.378316,0.935483870967742
DYDX,Extreme Fear,open_long,close_long,Extreme Fear,19,-0.2157578260869565,-4.96243,0.0
DYDX,Extreme Fear,open_short,close_short,Extreme Fear,109,2.1401349883720933,368.103218,0.2093023255813953
DYDX,Fear,open_long,close_long,Fear,18,-0.2705092745098039,-13.795973,0.0
DYDX,Fear,open_short,close_short,Fear,108,3.514883320512821,1096.643596,0.2275641025641025
DYDX,Neutral,open_long,close_long,Neutral,7,-0.0802643333333333,-0.722379,0.0
DYDX,Neutral,open_short,close_short,Neutral,39,2.110391255319149,99.188389,0.3191489361702128
DYDX,Greed,open_long,close_long,Greed,19,-0.1871430357142857,-5.240005,0.0
DYDX,Greed,open_short,close_short,Greed,93,2.131301662280702,485.936779,0.1885964912280701
DYDX,Extreme Greed,open_long,close_long,Extreme Greed,15,-0.3250862222222222,-8.777328,0.0
DYDX,Extreme Greed,open_short,close_short,Extreme Greed,108,4.86559874390244,797.958194,0.2804878048780488
DYM,Extreme Fear,open_long,close_long,Extreme Fear,6,0.013641,0.081846,1.0
DYM,Extreme Fear,open_short,close_short,Extreme Fear,5,51.838982,259.19491,1.0
DYM,Fear,open_long,close_long,Fear,7,-0.0055037499999999,-0.0880599999999999,0.75
DYM,Fear,open_short,close_short,Fear,7,38.886933117647054,661.0778629999999,0.9411764705882352
DYM,Neutral,open_long,close_long,Neutral,6,0.013641,0.163692,1.0
DYM,Neutral,open_short,close_short,Neutral,6,-18.9703249,-189.70324900000003,0.7
DYM,Greed,open_long,close_long,Greed,7,0.0027011428571428,0.037816,0.8571428571428571
DYM,Greed,open_short,close_short,Greed,7,29.57339466666666,354.8807359999999,0.8333333333333334
DYM,Extreme Greed,open_long,close_long,Extreme Greed,7,0.0027011428571428,0.018908,0.8571428571428571
DYM,Extreme Greed,open_short,close_short,Extreme Greed,7,-15.077060444444443,-135.693544,0.7777777777777778
EIGEN,Extreme Fear,open_long,close_long,Extreme Fear,177,-0.2408926892950391,-92.2619,0.0078328981723237
EIGEN,Extreme Fear,open_short,close_short,Extreme Fear,89,259.35089014634144,31900.159488,0.8943089430894309
EIGEN,Fear,open_long,close_long,Fear,180,0.5113549760956175,256.700198,0.0239043824701195
EIGEN,Fear,open_short,close_short,Fear,93,570.6825320978724,134110.395043,0.8936170212765957
EIGEN,Neutral,open_long,close_long,Neutral,151,0.0160030189873417,5.056953999999999,0.0189873417721519
EIGEN,Neutral,open_short,close_short,Neutral,53,943.8301455932204,55685.97859,0.864406779661017
EIGEN,Greed,open_long,close_long,Greed,174,-0.7628302107438018,-184.604911,0.0
EIGEN,Greed,open_short,close_short,Greed,92,775.3786208024692,125611.33657,0.8827160493827161
EIGEN,Extreme Greed,open_long,close_long,Extreme Greed,54,-0.1997905957446808,-18.780316,0.0
EIGEN,Extreme Greed,open_short,close_short,Extreme Greed,91,745.5865798518518,120785.025936,0.9197530864197532
ENA,Extreme Fear,open_long,close_long,Extreme Fear,378,-10.952658083129585,-8959.274312,0.0904645476772616
ENA,Extreme Fear,open_short,close_short,Extreme Fear,288,846.8830767682119,383638.033776,0.7196467991169978
ENA,Fear,open_long,close_long,Fear,420,-2.400250344879518,-3187.532458,0.1227409638554216
ENA,Fear,open_short,close_short,Fear,294,576.3414773594405,412084.156312,0.7062937062937062
ENA,Neutral,open_long,close_long,Neutral,209,-10.346980704960837,-3962.89361,0.2950391644908616
ENA,Neutral,open_short,close_short,Neutral,173,287.8282915801749,98725.104012,0.3965014577259475
ENA,Greed,open_long,close_long,Greed,457,-18.20864419710145,-18845.946744,0.0917874396135265
ENA,Greed,open_short,close_short,Greed,276,833.7530019036495,571120.806304,0.7036496350364964
ENA,Extreme Greed,open_long,close_long,Extreme Greed,444,0.6034964420454545,531.076869,0.0909090909090909
ENA,Extreme Greed,open_short,close_short,Extreme Greed,288,575.7237779065421,246409.776944,0.705607476635514
ENS,Extreme Fear,open_long,close_long,Extreme Fear,2,-4.811144,-19.244576,0.0
ENS,Extreme Fear,open_short,close_short,Extreme Fear,1,-1.40028,-2.80056,0.0
ENS,Fear,open_long,close_long,Fear,2,-4.811144,-9.622288,0.0
ENS,Fear,open_short,close_short,Fear,1,-1.40028,-1.40028,0.0
ENS,Neutral,open_long,close_long,Neutral,2,-4.811144,-19.244576,0.0
ENS,Neutral,open_short,close_short,Neutral,1,-1.40028,-2.80056,0.0
ENS,Greed,open_long,close_long,Greed,2,-4.811144,-19.244576,0.0
ENS,Greed,open_short,close_short,Greed,1,-1.40028,-2.80056,0.0
ENS,Extreme Greed,open_long,close_long,Extreme Greed,2,-4.811144,-9.622288,0.0
ENS,Extreme Greed,open_short,close_short,Extreme Greed,1,-1.40028,-1.40028,0.0
ETC,Extreme Fear,open_long,close_long,Extreme Fear,2,83.2784555,166.556911,1.0
ETC,Extreme Fear,open_short,close_short,Extreme Fear,1,38.234472,38.234472,1.0
ETC,Fear,open_long,close_long,Fear,2,83.2784555,666.227644,1.0
ETC,Fear,open_short,close_short,Fear,1,38.234472,38.234472,1.0
ETC,Neutral,open_long,close_long,Neutral,2,83.2784555,166.556911,1.0
ETC,Neutral,open_short,close_short,Neutral,1,38.234472,114.703416,1.0
ETC,Greed,open_long,close_long,Greed,0,,0.0,
ETC,Greed,open_short,close_short,Greed,1,38.234472,38.234472,1.0
ETC,Extreme Greed,open_long,close_long,Extreme Greed,2,83.2784555,333.113822,1.0
ETC,Extreme Greed,open_short,close_short,Extreme Greed,1,38.234472,38.234472,1.0
ETH,Extreme Fear,open_long,close_long,Extreme Fear,1252,10.739130407638818,106564.391035,0.3566461755517485
ETH,Extreme Fear,open_short,close_short,Extreme Fear,1178,242.14876081312207,1727247.11088,0.4015140894434319
ETH,Fear,open_long,close_long,Fear,1285,-33.49977089826903,-346421.130859,0.3670824871869258
ETH,Fear,open_short,close_short,Fear,1239,361.6740722571369,3484006.338053,0.4812623274161736
ETH,Neutral,open_long,close_long,Neutral,1119,5.744992413872588,27415.10379899999,0.324601844090528
ETH,Neutral,open_short,close_short,Neutral,1094,301.89622806990167,1412270.554911,0.4283882000855066
ETH,Greed,open_long,close_long,Greed,1298,-7.348799543943174,-97246.66436500002,0.3514698103226781
ETH,Greed,open_short,close_short,Greed,1239,225.01389986261884,2271740.333013,0.4235340729001585
ETH,Extreme Greed,open_long,close_long,Extreme Greed,1247,6.921248620053159,46870.695655,0.3152687536916715
ETH,Extreme Greed,open_short,close_short,Extreme Greed,1202,292.4138830168269,1581374.279355,0.4465606508875739
ETHFI,Extreme Fear,open_long,close_long,Extreme Fear,159,-0.743215390625,-237.828925,0.0
ETHFI,Extreme Fear,open_short,close_short,Extreme Fear,103,411.5678623070176,93837.472606,1.0
ETHFI,Fear,open_long,close_long,Fear,159,-0.7665646855036855,-311.991827,0.0
ETHFI,Fear,open_short,close_short,Fear,106,335.49447676153846,87228.563958,1.0
ETHFI,Neutral,open_long,close_long,Neutral,100,-0.6601059477124184,-100.99621,0.0
ETHFI,Neutral,open_short,close_short,Neutral,97,299.4387040275862,43418.612084,1.0
ETHFI,Greed,open_long,close_long,Greed,159,-0.7400705288461539,-153.93467,0.0
ETHFI,Greed,open_short,close_short,Greed,112,359.4054394148936,67568.22261,1.0
ETHFI,Extreme Greed,open_long,close_long,Extreme Greed,144,-0.7378555189873417,-116.581172,0.0
ETHFI,Extreme Greed,open_short,close_short,Extreme Greed,45,311.29963480851063,14631.082836,1.0
FARTCOIN,Extreme Fear,open_long,close_long,Extreme Fear,942,9.43670890798226,34047.64574,0.1180709534368071
FARTCOIN,Extreme Fear,open_short,close_short,Extreme Fear,963,-97.71176671308524,-406969.50836,0.4300120048019207
FARTCOIN,Fear,open_long,close_long,Fear,863,2.355452378837361,7212.395184,0.101241018941868
FARTCOIN,Fear,open_short,close_short,Fear,934,-27.50530072493786,-99596.693925,0.608395470864402
FARTCOIN,Neutral,open_long,close_long,Neutral,654,-5.890872439403356,-9478.413755,0.0727159726538222
FARTCOIN,Neutral,open_short,close_short,Neutral,432,11.613991453720509,12798.618582,0.6833030852994555
FARTCOIN,Greed,open_long,close_long,Greed,954,11.897672133130891,74443.734537,0.1176282563528847
FARTCOIN,Greed,open_short,close_short,Greed,988,-51.59369578775834,-389429.215806,0.4533651298357181
FARTCOIN,Extreme Greed,open_long,close_long,Extreme Greed,815,6.811353158579881,11511.186838,0.1118343195266272
FARTCOIN,Extreme Greed,open_short,close_short,Extreme Greed,829,-53.8587537256356,-101685.327034,0.6610169491525424
FET,Extreme Fear,open_long,close_long,Extreme Fear,18,3.1758314210526315,60.340797,0.7368421052631579
FET,Extreme Fear,open_short,close_short,Extreme Fear,24,6.618647107142857,185.322119,0.3214285714285714
FET,Fear,open_long,close_long,Fear,18,3.333826388888889,120.01775,0.7222222222222222
FET,Fear,open_short,close_short,Fear,24,7.752345948275862,449.636065,0.3448275862068966
FET,Neutral,open_long,close_long,Neutral,18,3.333826388888889,60.008875,0.7222222222222222
FET,Neutral,open_short,close_short,Neutral,23,5.38674044,134.668511,0.24
FET,Greed,open_long,close_long,Greed,18,3.3904660943396223,179.69470299999998,0.7169811320754716
FET,Greed,open_short,close_short,Greed,24,1.997345734375,127.830127,0.109375
FET,Extreme Greed,open_long,close_long,Extreme Greed,18,3.333826388888889,60.008875,0.7222222222222222
FET,Extreme Greed,open_short,close_short,Extreme Greed,24,9.3150943125,298.083018,0.40625
FIL,Extreme Fear,open_long,close_long,Extreme Fear,3,-12.583350666666666,-37.750052,0.0
FIL,Extreme Fear,open_short,close_short,Extreme Fear,1,-0.194681,-0.194681,0.0
FIL,Fear,open_long,close_long,Fear,3,-12.583350666666666,-113.250156,0.0
FIL,Fear,open_short,close_short,Fear,1,-0.194681,-0.584043,0.0
FIL,Neutral,open_long,close_long,Neutral,0,,0.0,
FIL,Neutral,open_short,close_short,Neutral,0,,0.0,
FIL,Greed,open_long,close_long,Greed,3,-12.583350666666666,-37.750052,0.0
FIL,Greed,open_short,close_short,Greed,1,-0.194681,-0.194681,0.0
FIL,Extreme Greed,open_long,close_long,Extreme Greed,3,-12.583350666666666,-75.500104,0.0
FIL,Extreme Greed,open_short,close_short,Extreme Greed,1,-0.194681,-0.389362,0.0
FTM,Extreme Fear,open_long,close_long,Extreme Fear,37,87.38642121917809,6379.208749,0.5342465753424658
FTM,Extreme Fear,open_short,close_short,Extreme Fear,39,71.77091705555556,3875.629521,0.9444444444444444
FTM,Fear,open_long,close_long,Fear,37,71.2589762972973,5273.164246,0.4054054054054054
FTM,Fear,open_short,close_short,Fear,39,92.90742608571428,9755.279739,0.961904761904762
FTM,Neutral,open_long,close_long,Neutral,26,134.4263051923077,3495.083935,0.8076923076923077
FTM,Neutral,open_short,close_short,Neutral,5,84.916257,424.581285,0.6
FTM,Greed,open_long,close_long,Greed,35,105.60532801219512,8659.636897,0.6585365853658537
FTM,Greed,open_short,close_short,Greed,39,97.10188691578948,9224.679257,0.968421052631579
FTM,Extreme Greed,open_long,close_long,Extreme Greed,37,71.68369366666667,4085.970539,0.4210526315789473
FTM,Extreme Greed,open_short,close_short,Extreme Greed,39,76.53621070588235,3903.346746,0.9607843137254902
FTT,Extreme Fear,open_long,close_long,Extreme Fear,467,-0.0428693457408732,-59.888476,0.0
FTT,Extreme Fear,open_short,close_short,Extreme Fear,316,12.036875716302951,9376.726183,0.8498074454428755
FTT,Fear,open_long,close_long,Fear,600,-0.0562483554706163,-117.727808,0.0
FTT,Fear,open_short,close_short,Fear,438,8.915490383312422,14211.291671,0.8224592220828105
FTT,Neutral,open_long,close_long,Neutral,131,-0.046310599078341,-10.0494,0.0
FTT,Neutral,open_short,close_short,Neutral,106,35.25774255050505,6981.033025,1.0
FTT,Greed,open_long,close_long,Greed,602,-0.052094629776021,-79.079648,0.0
